acteurs,annee,description,duree,genre,langueOrigine,paysOrigine,public,realisateur,scorePresse,scoreSpectateur,title,titreOriginal
"Nicolas Cage,Sean Connery,Ed Harris",31 juillet 1996,"Excédé par l'injustice de son gouvernement, le Général Hummel se rend maître de l'île d'Alcatraz et menace de lancer un gaz mortel sur San Francisco. Deux hommes sont chargés de le contrer : un expert en armes chimiques, Stanley Goodspeed, et John Patrick Mason, l'unique prisonnier à s'être évadé d'Alcatraz... Ils se rendent ensemble sur l'île afin de stopper les projets destructeurs du Général.",136,"Action,Aventure,Thriller",-, U.S.A.,,Michael Bay,"2,6","3,7",Rock,The Rock
"Will Smith,Martin Lawrence,Jordi Mollà",15 octobre 2003,"Les policiers Marcus Burnett et Mike Lowrey enquêtent sur Tapia, un ambitieux baron de la drogue décidé à tout pour inonder Miami d'un nouveau poison et accroître son empire. Au cours de leurs investigations, ils se voient épaulés par Syd, la soeur de Marcus, également agent de la D.E.A. (",147,"Action,Comédie,Policier",-, U.S.A.,,Michael Bay,"2,3","2,9",Bad Boys II,
"David Howard Thornton,Catherine Corcoran,Jenna Kanell",3 janvier 2023,"La nuit d'Halloween, deux femmes croisent la route de Art the Clown, un tueur sadique.",82,"Epouvante-horreur,Thriller",-, U.S.A.,,Damien Leone,"2,5",,Terrifier,
"Ryan Gosling,Carey Mulligan,Bryan Cranston",5 octobre 2011,"Un jeune homme solitaire, ""The Driver"", conduit le jour à Hollywood pour le cinéma en tant que cascadeur et la nuit pour des truands. Ultra professionnel et peu bavard, il a son propre code de conduite. Jamais il n’a pris part aux crimes de ses employeurs autrement qu’en conduisant - et au volant, il est le meilleur !",100,"Action,Thriller",-, U.S.A.,Interdit - 12 ans,Nicolas Winding Refn,"4,4","4,1",Drive,
" Bourvil,Louis de Funès,Claudio Brook",8 décembre 1966,"En 1942, un avion anglais est abattu par les Allemands au-dessus de Paris. Les trois pilotes sautent en parachute et atterrissent dans différents endroits de la capitale. Ils sont aidés par deux civils français, un chef d'orchestre et un peintre en bâtiment qui acceptent de les mener en zone libre; ils deviennent ainsi, malgré eux, acteurs de la Résistance.",132,Comédie,"Anglais, Français, Allemand"," France, Grande-Bretagne",,Gérard Oury,"3,8","4,3",La Grande Vadrouille,
"Chris Pine,Michelle Rodriguez,Regé-Jean Page",12 avril 2023,Un voleur beau gosse et une bande d'aventuriers improbables entreprennent un casse épique pour récupérer une relique perdue. Les choses tournent mal lorsqu'ils s'attirent les foudres des mauvaises personnes.,134,"Aventure,Fantastique",-, U.S.A.,,Jonathan Goldstein (XII),"3,3","3,8",Donjons & Dragons : L'Honneur des voleurs,Dungeons & Dragons: Honor Among Thieves
"John David Washington,Kenneth Branagh,Robert Pattinson",26 août 2020,"Muni d'un seul mot – Tenet – et décidé à se battre pour sauver le monde, notre protagoniste sillonne l'univers crépusculaire de l'espionnage international. Sa mission le projettera dans une dimension qui dépasse le temps. Pourtant, il ne s'agit pas d'un voyage dans le temps, mais d'un renversement temporel…",150,"Action,Science Fiction",-, U.S.A.,,Christopher Nolan,"3,6","3,6",Tenet,
"Camille Timmerman,Stephanie Beatriz,José Garcia",24 novembre 2021,"Dans un mystérieux endroit niché au cœur des montagnes de Colombie, la fantastique famille Madrigal habite une maison enchantée dans une cité pleine de vie, un endroit merveilleux appelé Encanto. L’Encanto a doté chacun des enfants de la famille d’une faculté magique allant d’une force surhumaine au pouvoir de guérison. Seule Mirabel n’a reçu aucun don particulier. Mais lorsque la magie de l’Encanto se trouve menacée, la seule enfant ordinaire de cette famille extraordinaire va peut-être se révéler leur unique espoir…",103,"Animation,Comédie,Famille,Fantastique",-, U.S.A.,,Charise Castro Smith,"3,7","3,7","Encanto, la fantastique famille Madrigal",Encanto
"Alain Chabat,Jonathan Lambert,Élodie Bouchez",18 février 2015,"Jason Tantra, un cameraman placide, rêve de réaliser son premier film d'horreur. Bob Marshall, un riche producteur, accepte de financer son film à une seule condition : Jason a 48 heures pour trouver le meilleur gémissement de l'histoire du cinéma…",95,Comédie,-," France, Belgique, U.S.A.",,Quentin Dupieux,"3,6","3,6",Réalité,
"Alexandre Lafaurie,Constance Labbé,Lolita Chammah",17 janvier 2024,"Victor, la quarantaine, professeur de lettres en vacances et prévisionniste amateur à Météo-France, est un feu-follet, un dilettante sympathique, qui se laisse vivre au gré du vent, aux côtés de sa compagne, Anne, qui commence à s’en fatiguer. Dans ce road-movie en forme de chronique sentimentale à la fois burlesque et mélancolique, il va faire le tour des lieux de son passé. Il retrouvera « ce que sont devenus » ses amies et amis. Il croisera surtout ses anciennes compagnes. Toutes le regrettent mais elles ont toutes aussi quelque chose à lui reprocher : peut-être parce qu’elles ont trop aimé cet être si aimable, rêveur, imprévisible, mais surtout insaisissable … Allez savoir",89,"Comédie dramatique,Romance",-, France,,Pascal Thomas,"2,9","2,3",Le Voyage en pyjama,
"Robert De Niro,Christopher Walken,Meryl Streep",7 mars 1979,"1968. Mike, Steven, Nick, Stan et Axel travaillent dans l’aciérie du bourg de Clairton, Pennsylvanie, et forment une bande très liée. À Clairton, les histoires de coeur vont bon train : Steven épouse Angela, bien qu’elle soit enceinte d’un autre, et Nick flirte avec Linda qui semble troubler Mike. Mais cette tranquilité est rattrapée par la guerre du Vietnam lorsque Mike, Steven et Nick sont mobilisés pour partir au combat…",183,"Drame,Guerre","Anglais, Français, Russe, Vietnamien"," Grande-Bretagne, U.S.A.",Interdit - 16 ans,Michael Cimino,"4,7","4,4",Voyage au bout de l'enfer,The Deer Hunter
"Paul Mescal,Frankie Corio,Celia Rowlson-Hall",1 février 2023,"Avec mélancolie, Sophie se remémore les vacances d’été passées avec son père vingt ans auparavant : les moments de joie partagée, leur complicité, parfois leurs désaccords. Elle repense aussi à ce qui planait au-dessus de ces instants si précieux : la sourde et invisible menace d’un bonheur finissant. Elle tente alors de chercher parmi ces souvenirs des réponses à la question qui l’obsède depuis tant d’années : qui était réellement cet homme qu’elle a le sentiment de ne pas connaître ?",102,Drame,Anglais," Grande-Bretagne, U.S.A.",,Charlotte Wells,"4,0","3,7",Aftersun,
"Mel Gibson,Tina Turner,Frank Thring",25 septembre 1985,"Max, de retour, s'est fait dépouiller de son maigre bien. Suivant le voleur, il arrive à la Ville du Troc, où règne Entity. Celle-ci l'engage pour qu'il la débarrasse de Master et Blaster, rois du Monde souterrain. N'ayant voulu tuer Blaster, Max est abandonné en plein désert, d'où il ressurgit à la tête d'une troupe d'enfants pour faire exploser la Ville du Troc.",107,"Action,Science Fiction",-," Australie, U.S.A.",,George Ogilvie,"3,0",,Mad Max au-delà du Dôme du Tonnerre,Mad Max Beyond Thunderdome
"Sophie Marceau,Pierre Richard,Nicolas Vaude",7 mars 2018,"Hélène est éditrice de romans à l’eau de rose et mène une vie rythmée par le travail. Elle se réfugie dans les livres, persuadée que la vie y est plus belle que dans la réalité. Se complaisant dans une certaine routine, son quotidien va être bouleversé par l’installation d’une nouvelle voisine, Madame Mills. Cette vieille américaine excentrique va prendre rapidement une importance insoupçonnée dans la vie d’Hélène. Mais les apparences sont parfois trompeuses….",88,Comédie,-, France,,Sophie Marceau,"1,9","1,4","Mme Mills, une voisine si parfaite",
"Anthony Perkins,Janet Leigh,John Gavin",2 novembre 1960,"Marion Crane en a assez de ne pouvoir mener sa vie comme elle l'entend. Son travail ne la passionne plus, son amant ne peut l'épouser car il doit verser une énorme pension alimentaire le laissant sans le sou... Mais un beau jour, son patron lui demande de déposer 40 000 dollars à la banque. La tentation est trop grande, et Marion s'enfuit avec l'argent.",109,"Epouvante-horreur,Thriller",-, U.S.A.,Interdit - 12 ans,Alfred Hitchcock,"4,5","4,4",Psychose,Psycho
"Rudy Youngblood,Raoul Max Trujillo,Dalia Hernández",10 janvier 2007,Dans les temps turbulents précédant la chute de la légendaire civilisation Maya.,138,"Action,Aventure,Drame",50 000 000 USD," U.S.A., Mexique, Grande-Bretagne",Interdit - 12 ans,Mel Gibson,"3,0","3,8",Apocalypto,
"Raechelle Banno,Kristian Alfonso,Evan Roderick",5 octobre 2021,"Perle, la fille de Ruby et Ben, est désormais une jeune fille de 18 ans très brillante, qui rêve de devenir médecin. Elle a deux petits frères jumeaux de 11 ans, Pierre et Jean. Un cauchemar la poursuit depuis l'enfance : un visage d'une personne noyée dont elle ne discerne jamais les traits. Lorsqu'elle pose des questions sur son passé dans le bayou, sa mère la fait taire : il ne faut pas réveiller les vieux démons, cela attire le malheur. Nina, la gouvernante qui a été comme une confidente pour Ruby lors de sa jeunesse, décède soudainement. Elle avait quelque chose d’important à dire à Ruby, mais cette dernière est arrivée trop tard. Ruby est dévastée.",90,Drame,Anglais, U.S.A.,,Michael Robison,"3,0",,Les malheurs de Ruby : joyau caché,V.C. Andrews' Hidden Jewel
"Gaspard Ulliel,Nathalie Baye,Léa Seydoux",21 septembre 2016,"Après douze ans d’absence, un écrivain retourne dans son village natal pour annoncer à sa famille sa mort prochaine. ",99,Drame,Français," Canada, France",,Xavier Dolan,"3,2","3,6",Juste La Fin Du Monde,
"Michael Keaton,Zach Galifianakis,Edward Norton",25 février 2015,"À l’époque où il incarnait un célèbre super-héros, Riggan Thomson était mondialement connu. Mais de cette célébrité il ne reste plus grand-chose, et il tente aujourd’hui de monter une pièce de théâtre à Broadway dans l’espoir de renouer avec sa gloire perdue. Durant les quelques jours qui précèdent la première, il va devoir tout affronter : sa famille et ses proches, son passé, ses rêves et son ego…",119,"Comédie,Drame",-, U.S.A.,,Alejandro González Iñárritu,"4,0","3,8",Birdman,
"Morten Burian,Sidsel Siem Koch,Fedja Van Huet",14 septembre 2022,"En vacances en Toscane, une famille danoise se lie d’amitié avec une famille néerlandaise, qui quelques mois plus tard les invite à passer un week-end chez eux. Mais ce séjour idyllique où se rencontrent la discrétion et l’extraversion va virer au cauchemar.",98,"Epouvante-horreur,Thriller",-," Danemark, Pays-Bas",,Christian Tafdrup,"3,1",,Ne dis rien,Gæsterne
"Antonio Banderas,Ben Kingsley,Liam McIntyre",12 octobre 2017,"Un vétéran des forces spéciales accepte un poste de vigile dans un centre commercial. Durant sa première nuit de travail, il ouvre les portes à une jeune fille muette de peur qui cherche un refuge. Un homme élégant et raffiné se présente alors et offre un million de dollars en échange de l’adolescente tandis qu'un groupe de mercenaires encercle le bâtiment..",88,"Action,Thriller",Anglais, U.S.A.,,Alain Desrochers,"2,4",,Security,
"Lahmard J. Tate,Kevin King Templeton,Sylvester Stallone",24 janvier 2007,"Rocky Balboa, le légendaire boxeur, a depuis longtemps quitté le ring. De ses succès, il ne reste plus que des histoires qu'il raconte aux clients de son restaurant. La mort de son épouse lui pèse chaque jour et son fils ne vient jamais le voir.",105,"Action,Drame",-, U.S.A.,,Sylvester Stallone,"3,7","3,7",Rocky Balboa,
"Matt Damon,Adam Driver,Jodie Comer",13 octobre 2021,"Basé sur des événements réels, le film dévoile d’anciennes hypothèses sur le dernier duel judiciaire connu en France - également nommé « Jugement de Dieu » - entre Jean de Carrouges et Jacques Le Gris, deux amis devenus au fil du temps des rivaux acharnés. Carrouges est un chevalier respecté, connu pour sa bravoure et son habileté sur le champ de bataille. Le Gris est un écuyer normand dont l'intelligence et l'éloquence font de lui l'un des nobles les plus admirés de la cour. Lorsque Marguerite, la femme de Carrouges, est violemment agressée par Le Gris - une accusation que ce dernier récuse - elle refuse de garder le silence, n’hésitant pas à dénoncer son agresseur et à s’imposer dans un acte de bravoure et de défi qui met sa vie en danger. L'épreuve de combat qui s'ensuit - un éprouvant duel à mort - place la destinée de chacun d’eux entre les mains de Dieu.",153,"Drame,Historique",-, U.S.A.,Interdit - 12 ans avec avertissement,Ridley Scott,"3,9","4,1",Le Dernier duel,The Last Duel
"Owen Wilson,Adrien Brody,Jason Schwartzman",19 mars 2008,Trois frères qui ne se sont pas parlé depuis la mort de leur père décident de faire ensemble un grand voyage en train à travers l'Inde afin de renouer les liens d'autrefois.,91,"Aventure,Comédie,Drame",-, U.S.A.,,Wes Anderson,"3,8","3,6",A bord du Darjeeling Limited,The Darjeeling Limited
"Alain Delon,Simone Signoret,Ottavia Piccolo",15 septembre 1971,"Jean vient de passer cinq années en prison pour meurtre. Désormais, il est libre et sans aucune attache. Il trouve refuge chez la veuve Couderc, dite Tati, une vieille paysanne qui vit dans une ferme et qu'il a croisée dans un bus de campagne. Jean travaille pour elle et ils entretiennent une relation purement sexuelle. Cette vie calme et sans passion est troublée par la rencontre avec une jeune voisine très séduisante, Félicie, qui provoque le désir de Jean et la jalousie de Tati.",89,"Drame,Romance",-," France, Italie",,Pierre Granier-Deferre,"3,8",,La Veuve Couderc,
"Friederike Kempter,Florian Lukas,Lena Urzendowsky",30 mai 2024,"Tout s’enchaîne soudainement pour Frida, 40 ans : une grossesse tardive, la séparation avec le père de son enfant et la perte de son emploi. Avec l’aide de Yolanda, une prodige de la technologie, elle va tout mettre en oeuvre pour reconquérir son ex-petit ami Donald et tenter de devenir une bonne mère.",93,"Comédie,Drame",-, Allemagne,,Laura Lehmus,"2,4",,Un doux désastre,Sweet Disaster
